"","X","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","Glosser","Gloss.clean","Gloss.math","Gloss.calc","Math.well.defined","Math.check","Does.math.work","Gloss.math.with.ones"
"42698",37,"numerals-hoby1242-1-seventeen-1","numerals-hoby1242-1","Chan2019","seventeen",17,"ʕɑɬi'rit-hebiʕɑːt","alirithebiat","","FALSE","10{M}+7{M}",NA,NA,"RE-GLOSSED","10+7","10+7","10+7",1,17,TRUE,"10+7"
"42699",38,"numerals-hoby1242-1-seventeen-2","numerals-hoby1242-1","Chan2019","seventeen",17,"ʕɔːɬer-i-hɔːbaʕ","olerihoba","","FALSE","10{F}+{+}7{F}",NA,NA,"RE-GLOSSED","10+7","10+7","10+7",1,17,TRUE,"10+7"
"42700",39,"numerals-hoby1242-1-eighteen-1","numerals-hoby1242-1","Chan2019","eighteen",18,"ʕɑɬi'rit-θəməneːt","aliritthamanet","","FALSE","10{M}+8{M}",NA,NA,"RE-GLOSSED","10+8","10+8","10+8",1,18,TRUE,"10+8"
"42701",40,"numerals-hoby1242-1-eighteen-2","numerals-hoby1242-1","Chan2019","eighteen",18,"ʕɔːɬer-i-θəmeːni","olerithameni","","FALSE","10{F}+{+}8{F}",NA,NA,"RE-GLOSSED","10+8","10+8","10+8",1,18,TRUE,"10+8"
"42702",41,"numerals-hoby1242-1-nineteen-1","numerals-hoby1242-1","Chan2019","nineteen",19,"ʕɑɬi'rit-sɑ'ʕit","aliritsait","","FALSE","10{M}+9{M}",NA,NA,"RE-GLOSSED","10+9","10+9","10+9",1,19,TRUE,"10+9"
"42703",42,"numerals-hoby1242-1-nineteen-2","numerals-hoby1242-1","Chan2019","nineteen",19,"ʕɔːɬer-i-soʕ","oleriso","","FALSE","10{F}+{+}9{F}",NA,NA,"RE-GLOSSED","10+9","10+9","10+9",1,19,TRUE,"10+9"
"42704",43,"numerals-hoby1242-1-twenty-1","numerals-hoby1242-1","Chan2019","twenty",20,"ʕiʃriːn","isrin","(< Arabic )","TRUE","10′{PL}[⋅2]","a loan from Omani Arabic (Afro-Asiatic). Historically, 20 in Semitic was formed as 10 with a dual marker and the other decades as 3, 4 etc. with a plural marker (Brockelmann 1916: 119). However, the suffixes have been regularized leading to the synchronically confusing system where 20 vs. other decades seem to be formed with the same suffix but different operations.","10′+10′′{PL}","RE-GLOSSED","10′[⋅2]","10⋅2","abs(10*2)",1,20,TRUE,"10⋅2"
"42705",44,"numerals-hoby1242-1-twentyone-1","numerals-hoby1242-1","Chan2019","twentyone",21,"waːħid wa-ʕiʃriːn","wahidwaisrin","","TRUE","1′+{and}(10′{PL}[⋅2])","a loan from Omani Arabic (Afro-Asiatic)","1′+{and}10′+10′′{PL}","RE-GLOSSED","1′+(10′[⋅2])","1+10⋅2","1+abs(abs(10*2))",1,21,TRUE,"1+(10⋅2)"
"42706",45,"numerals-hoby1242-1-twentytwo-1","numerals-hoby1242-1","Chan2019","twentytwo",22,"ʔiθnajn wa-ʕiʃriːn","ithnajnwaisrin","","TRUE","2′+{and}(10′{PL}[⋅2])","a loan from Omani Arabic (Afro-Asiatic)","2′+{and}10′+10′′{PL}","RE-GLOSSED","2′+(10′[⋅2])","2+10⋅2","2+abs(abs(10*2))",1,22,TRUE,"2+(10⋅2)"
"42707",46,"numerals-hoby1242-1-twentythree-1","numerals-hoby1242-1","Chan2019","twentythree",23,"θalaːθ wa-ʕiʃriːn","thalathwaisrin","","TRUE","3′+{and}(10′{PL}[⋅2])","a loan from Omani Arabic (Afro-Asiatic)","3′+{and}10′+10′′{PL}","RE-GLOSSED","3′+(10′[⋅2])","3+10⋅2","3+abs(abs(10*2))",1,23,TRUE,"3+(10⋅2)"
"42708",47,"numerals-hoby1242-1-twentyfour-1","numerals-hoby1242-1","Chan2019","twentyfour",24,"ʔarbaʕ wa-ʕiʃriːn","arbawaisrin","","TRUE","4+{and}(10′{PL}[⋅2])","a loan from Omani Arabic (Afro-Asiatic)","4+{and}10′+10′′{PL}","RE-GLOSSED","4+(10′[⋅2])","4+10⋅2","4+abs(abs(10*2))",1,24,TRUE,"4+(10⋅2)"
"42709",48,"numerals-hoby1242-1-twentyfive-1","numerals-hoby1242-1","Chan2019","twentyfive",25,"xamsa wa-ʕiʃriːn","xamsawaisrin","","TRUE","5+{and}(10′{PL}[⋅2])","a loan from Omani Arabic (Afro-Asiatic)","5+{and}10′+10′′{PL}","RE-GLOSSED","5+(10′[⋅2])","5+10⋅2","5+abs(abs(10*2))",1,25,TRUE,"5+(10⋅2)"
"42710",49,"numerals-hoby1242-1-twentysix-1","numerals-hoby1242-1","Chan2019","twentysix",26,"sitta wa-ʕiʃriːn","sittawaisrin","","TRUE","6′+{and}(10′{PL}[⋅2])","a loan from Omani Arabic (Afro-Asiatic)","6′+{and}10′+10′′{PL}","RE-GLOSSED","6′+(10′[⋅2])","6+10⋅2","6+abs(abs(10*2))",1,26,TRUE,"6+(10⋅2)"
"42711",50,"numerals-hoby1242-1-twentyseven-1","numerals-hoby1242-1","Chan2019","twentyseven",27,"sabʕa wa-ʕiʃriːn","sabawaisrin","","TRUE","7′+{and}(10′{PL}[⋅2])","a loan from Omani Arabic (Afro-Asiatic)","7′+{and}10′+10′′{PL}","RE-GLOSSED","7′+(10′[⋅2])","7+10⋅2","7+abs(abs(10*2))",1,27,TRUE,"7+(10⋅2)"
"42712",51,"numerals-hoby1242-1-twentyeight-1","numerals-hoby1242-1","Chan2019","twentyeight",28,"θamaːn wa-ʕiʃriːn","thamanwaisrin","","TRUE","8+{and}(10′{PL}[⋅2])","a loan from Omani Arabic (Afro-Asiatic)","8+{and}10′+10′′{PL}","RE-GLOSSED","8+(10′[⋅2])","8+10⋅2","8+abs(abs(10*2))",1,28,TRUE,"8+(10⋅2)"
"42713",52,"numerals-hoby1242-1-twentynine-1","numerals-hoby1242-1","Chan2019","twentynine",29,"tisʕa wa-ʕiʃriːn","tisawaisrin","","TRUE","9′+{and}(10′{PL}[⋅2])","a loan from Omani Arabic (Afro-Asiatic)","9′+{and}10′+10′′{PL}","RE-GLOSSED","9′+(10′[⋅2])","9+10⋅2","9+abs(abs(10*2))",1,29,TRUE,"9+(10⋅2)"
"42714",53,"numerals-hoby1242-1-thirty-1","numerals-hoby1242-1","Chan2019","thirty",30,"θalaːθiːn","thalathin","","TRUE","3′{PL}[⋅10]","a loan from Omani Arabic (Afro-Asiatic)","3′⋅10′′{PL}","RE-GLOSSED","3′[⋅10]","3⋅10","abs(3*10)",1,30,TRUE,"3⋅10"
"42715",54,"numerals-hoby1242-1-forty-1","numerals-hoby1242-1","Chan2019","forty",40,"ʔarbiʕiːn","arbiin","","TRUE","4{PL}[⋅10]","a loan from Omani Arabic (Afro-Asiatic)","4⋅10′′{PL}","RE-GLOSSED","4[⋅10]","4⋅10","abs(4*10)",1,40,TRUE,"4⋅10"
"42716",55,"numerals-hoby1242-1-fifty-1","numerals-hoby1242-1","Chan2019","fifty",50,"xamsiːn","xamsin","","TRUE","5{PL}[⋅10]","a loan from Omani Arabic (Afro-Asiatic)","5⋅10′′{PL}","RE-GLOSSED","5[⋅10]","5⋅10","abs(5*10)",1,50,TRUE,"5⋅10"
"42717",56,"numerals-hoby1242-1-sixty-1","numerals-hoby1242-1","Chan2019","sixty",60,"sittiːn","sittin","","TRUE","6′{PL}[⋅10]","a loan from Omani Arabic (Afro-Asiatic)","6′⋅10′′{PL}","RE-GLOSSED","6′[⋅10]","6⋅10","abs(6*10)",1,60,TRUE,"6⋅10"
"42718",57,"numerals-hoby1242-1-seventy-1","numerals-hoby1242-1","Chan2019","seventy",70,"sabʕiːn","sabin","","TRUE","7′{PL}[⋅10]","a loan from Omani Arabic (Afro-Asiatic)","7′⋅10′′{PL}","RE-GLOSSED","7′[⋅10]","7⋅10","abs(7*10)",1,70,TRUE,"7⋅10"
"42719",58,"numerals-hoby1242-1-eighty-1","numerals-hoby1242-1","Chan2019","eighty",80,"θamaːniːn","thamanin","","TRUE","8{PL}[⋅10]","a loan from Omani Arabic (Afro-Asiatic)","8⋅10′′{PL}","RE-GLOSSED","8[⋅10]","8⋅10","abs(8*10)",1,80,TRUE,"8⋅10"
"42720",59,"numerals-hoby1242-1-ninety-1","numerals-hoby1242-1","Chan2019","ninety",90,"tisʕiːn","tisin","","TRUE","9′{PL}[⋅10]","a loan from Omani Arabic (Afro-Asiatic)","9′⋅10′′{PL}","RE-GLOSSED","9′[⋅10]","9⋅10","abs(9*10)",1,90,TRUE,"9⋅10"
"42721",60,"numerals-hoby1242-1-hundred-1","numerals-hoby1242-1","Chan2019","hundred",100,"mi'joh","mijoh","","FALSE","100","a loan from Omani Arabic (Afro-Asiatic)",NA,"RE-GLOSSED","100","100","100",1,100,TRUE,"100"
"42722",61,"numerals-hoby1242-1-hundred-2","numerals-hoby1242-1","Chan2019","hundred",100,"miʔ","mi","","FALSE","100","a loan from Omani Arabic (Afro-Asiatic)",NA,"RE-GLOSSED","100","100","100",1,100,TRUE,"100"
"42723",62,"numerals-hoby1242-1-thousand-1","numerals-hoby1242-1","Chan2019","thousand",1000,"ʔalf","alf","","FALSE","1000","a loan from Omani Arabic (Afro-Asiatic)",NA,"RE-GLOSSED","1000","1000","1000",1,1000,TRUE,"1000"
"42724",63,"numerals-hoby1242-1-thousand-2","numerals-hoby1242-1","Chan2019","thousand",1000,"ʔəlɛːf","alef","","FALSE","1000","a loan from Omani Arabic (Afro-Asiatic)",NA,"RE-GLOSSED","1000","1000","1000",1,1000,TRUE,"1000"
"42725",1,"numerals-inor1238-1-one-1","numerals-inor1238-1","Chan2019","one",1,"əmːaːt","amat",NA,"FALSE","1",NA,NA,"RE-GLOSSED","1","1","1",1,1,TRUE,"1"
"42726",2,"numerals-inor1238-1-one-2","numerals-inor1238-1","Chan2019","one",1,"aːt","at",NA,"FALSE","1",NA,NA,"RE-GLOSSED","1","1","1",1,1,TRUE,"1"
"42727",3,"numerals-inor1238-1-two-1","numerals-inor1238-1","Chan2019","two",2,"wəʔet","waet",NA,"FALSE","2",NA,NA,"RE-GLOSSED","2","2","2",1,2,TRUE,"2"
"42728",4,"numerals-inor1238-1-three-1","numerals-inor1238-1","Chan2019","three",3,"soʔost","soost",NA,"FALSE","3",NA,NA,"RE-GLOSSED","3","3","3",1,3,TRUE,"3"
"42729",5,"numerals-inor1238-1-four-1","numerals-inor1238-1","Chan2019","four",4,"arβʔət","arbat",NA,"FALSE","4",NA,NA,"RE-GLOSSED","4","4","4",1,4,TRUE,"4"
"42730",6,"numerals-inor1238-1-five-1","numerals-inor1238-1","Chan2019","five",5,"amʔɨst","amist",NA,"FALSE","5",NA,NA,"RE-GLOSSED","5","5","5",1,5,TRUE,"5"
"42731",7,"numerals-inor1238-1-six-1","numerals-inor1238-1","Chan2019","six",6,"sɨdɨst","sidist",NA,"FALSE","6",NA,NA,"RE-GLOSSED","6","6","6",1,6,TRUE,"6"
"42732",8,"numerals-inor1238-1-seven-1","numerals-inor1238-1","Chan2019","seven",7,"saβʔat","sabat",NA,"FALSE","7",NA,NA,"RE-GLOSSED","7","7","7",1,7,TRUE,"7"
"42733",9,"numerals-inor1238-1-eight-1","numerals-inor1238-1","Chan2019","eight",8,"sũːt","sut",NA,"FALSE","8",NA,NA,"RE-GLOSSED","8","8","8",1,8,TRUE,"8"
"42734",10,"numerals-inor1238-1-nine-1","numerals-inor1238-1","Chan2019","nine",9,"ʒĩʔə̃","zia",NA,"FALSE","9",NA,NA,"RE-GLOSSED","9","9","9",1,9,TRUE,"9"
"42735",11,"numerals-inor1238-1-ten-1","numerals-inor1238-1","Chan2019","ten",10,"asɨr","asir",NA,"FALSE","10",NA,NA,"RE-GLOSSED","10","10","10",1,10,TRUE,"10"
"42736",12,"numerals-inor1238-1-eleven-1","numerals-inor1238-1","Chan2019","eleven",11,"asraːt","asrat",NA,"FALSE","10+1",NA,NA,"RE-GLOSSED","10+1","10+1","10+1",1,11,TRUE,"10+1"
"42737",13,"numerals-inor1238-1-twelve-1","numerals-inor1238-1","Chan2019","twelve",12,"asrə wəʔət","asrawaat",NA,"FALSE","10+2",NA,NA,"RE-GLOSSED","10+2","10+2","10+2",1,12,TRUE,"10+2"
"42738",14,"numerals-inor1238-1-thirteen-1","numerals-inor1238-1","Chan2019","thirteen",13,"asrəmsost","asramsost",NA,"FALSE","10+3",NA,NA,"RE-GLOSSED","10+3","10+3","10+3",1,13,TRUE,"10+3"
"42739",15,"numerals-inor1238-1-thirteen-2","numerals-inor1238-1","Chan2019","thirteen",13,"asrəsost","asrasost",NA,"FALSE","10+3",NA,NA,"RE-GLOSSED","10+3","10+3","10+3",1,13,TRUE,"10+3"
"42740",16,"numerals-inor1238-1-fourteen-1","numerals-inor1238-1","Chan2019","fourteen",14,"asrə arβʔət","asraarbat",NA,"FALSE","10+4",NA,NA,"RE-GLOSSED","10+4","10+4","10+4",1,14,TRUE,"10+4"
"42741",17,"numerals-inor1238-1-fifteen-1","numerals-inor1238-1","Chan2019","fifteen",15,"asramʔɨst","asramist",NA,"FALSE","10+5",NA,NA,"RE-GLOSSED","10+5","10+5","10+5",1,15,TRUE,"10+5"
"42742",18,"numerals-inor1238-1-sixteen-1","numerals-inor1238-1","Chan2019","sixteen",16,"asrəsɨdɨst","asrasidist",NA,"FALSE","10+6",NA,NA,"RE-GLOSSED","10+6","10+6","10+6",1,16,TRUE,"10+6"
"42743",19,"numerals-inor1238-1-seventeen-1","numerals-inor1238-1","Chan2019","seventeen",17,"asrəsaβʔat","asrasabat",NA,"FALSE","10+7",NA,NA,"RE-GLOSSED","10+7","10+7","10+7",1,17,TRUE,"10+7"
"42744",20,"numerals-inor1238-1-eighteen-1","numerals-inor1238-1","Chan2019","eighteen",18,"asrə sũːt","asrasut",NA,"FALSE","10+8",NA,NA,"RE-GLOSSED","10+8","10+8","10+8",1,18,TRUE,"10+8"
"42745",21,"numerals-inor1238-1-nineteen-1","numerals-inor1238-1","Chan2019","nineteen",19,"asrə ʒĩʔə̃","asrazia",NA,"FALSE","10+9",NA,NA,"RE-GLOSSED","10+9","10+9","10+9",1,19,TRUE,"10+9"
"42746",22,"numerals-inor1238-1-twenty-1","numerals-inor1238-1","Chan2019","twenty",20,"xʷɨjʔa","xwija",NA,"FALSE","2′⋅10′{?}","Historically, 20 in Semitic was formed as 10 with a dual marker and the other decades as 3, 4 etc. with a plural marker (Brockelmann 1916: 119). However, the suffixes have been regularized leading to the synchronically confusing system where 20 vs. other decades seem to be formed with the same suffix but different operations. In Inor, the regularized suffix is that of the historic dual, but 20 has been remodeled based on 2 and no longer contains 10. I am not sure what 10′ is synchronically.","2′{?}[⋅10]","RE-GLOSSED","2′⋅10′","2⋅10","abs(2*10)",1,20,TRUE,"2⋅10"
"42747",23,"numerals-inor1238-1-twentyone-1","numerals-inor1238-1","Chan2019","twentyone",21,"xʷɨjʔa aːt","xwijaat",NA,"FALSE","(2′⋅10′{?})[+]1",NA,"(2′{?}[⋅10])[+]1","RE-GLOSSED","(2′⋅10′)[+]1","2⋅10+1","abs(abs(2*10))+1",1,21,TRUE,"(2⋅10)+1"
"42748",24,"numerals-inor1238-1-twentytwo-1","numerals-inor1238-1","Chan2019","twentytwo",22,"xʷɨjʔa wəʔet","xwijawaet",NA,"FALSE","(2′⋅10′{?})[+]2",NA,"(2′{?}[⋅10])[+]2","RE-GLOSSED","(2′⋅10′)[+]2","2⋅10+2","abs(abs(2*10))+2",1,22,TRUE,"(2⋅10)+2"
"42749",25,"numerals-inor1238-1-twentythree-1","numerals-inor1238-1","Chan2019","twentythree",23,"xʷɨjʔa soʔost","xwijasoost",NA,"FALSE","(2′⋅10′{?})[+]3",NA,"(2′{?}[⋅10])[+]3","RE-GLOSSED","(2′⋅10′)[+]3","2⋅10+3","abs(abs(2*10))+3",1,23,TRUE,"(2⋅10)+3"
"42750",26,"numerals-inor1238-1-twentyfour-1","numerals-inor1238-1","Chan2019","twentyfour",24,"xʷɨjʔa arβʔət","xwijaarbat",NA,"FALSE","(2′⋅10′{?})[+]4",NA,"(2′{?}[⋅10])[+]4","RE-GLOSSED","(2′⋅10′)[+]4","2⋅10+4","abs(abs(2*10))+4",1,24,TRUE,"(2⋅10)+4"
"42751",27,"numerals-inor1238-1-twentyfive-1","numerals-inor1238-1","Chan2019","twentyfive",25,"xʷɨjʔa amʔɨst","xwijaamist",NA,"FALSE","(2′⋅10′{?})[+]5",NA,"(2′{?}[⋅10])[+]5","RE-GLOSSED","(2′⋅10′)[+]5","2⋅10+5","abs(abs(2*10))+5",1,25,TRUE,"(2⋅10)+5"
"42752",28,"numerals-inor1238-1-twentysix-1","numerals-inor1238-1","Chan2019","twentysix",26,"xʷɨjʔa sɨdɨst","xwijasidist",NA,"FALSE","(2′⋅10′{?})[+]6",NA,"(2′{?}[⋅10])[+]6","RE-GLOSSED","(2′⋅10′)[+]6","2⋅10+6","abs(abs(2*10))+6",1,26,TRUE,"(2⋅10)+6"
"42753",29,"numerals-inor1238-1-twentyseven-1","numerals-inor1238-1","Chan2019","twentyseven",27,"xʷɨjʔa saβʔat","xwijasabat",NA,"FALSE","(2′⋅10′{?})[+]7",NA,"(2′{?}[⋅10])[+]7","RE-GLOSSED","(2′⋅10′)[+]7","2⋅10+7","abs(abs(2*10))+7",1,27,TRUE,"(2⋅10)+7"
"42754",30,"numerals-inor1238-1-twentyeight-1","numerals-inor1238-1","Chan2019","twentyeight",28,"xʷɨjʔa sũːt","xwijasut",NA,"FALSE","(2′⋅10′{?})[+]8",NA,"(2′{?}[⋅10])[+]8","RE-GLOSSED","(2′⋅10′)[+]8","2⋅10+8","abs(abs(2*10))+8",1,28,TRUE,"(2⋅10)+8"
"42755",31,"numerals-inor1238-1-twentynine-1","numerals-inor1238-1","Chan2019","twentynine",29,"xʷɨjʔa ʒĩʔə̃","xwijazia",NA,"FALSE","(2′⋅10′{?})[+]9",NA,"(2′{?}[⋅10])[+]9","RE-GLOSSED","(2′⋅10′)[+]9","2⋅10+9","abs(abs(2*10))+9",1,29,TRUE,"(2⋅10)+9"
"42756",32,"numerals-inor1238-1-thirty-1","numerals-inor1238-1","Chan2019","thirty",30,"sasa","sasa",NA,"FALSE","3{?}[⋅10]",NA,"3⋅10′′{?}","RE-GLOSSED","3[⋅10]","3⋅10","abs(3*10)",1,30,TRUE,"3⋅10"
"42757",33,"numerals-inor1238-1-forty-1","numerals-inor1238-1","Chan2019","forty",40,"arβʔa","arba",NA,"FALSE","4{?}[⋅10]",NA,"4⋅10′′{?}","RE-GLOSSED","4[⋅10]","4⋅10","abs(4*10)",1,40,TRUE,"4⋅10"
"42758",34,"numerals-inor1238-1-fifty-1","numerals-inor1238-1","Chan2019","fifty",50,"amsa","amsa",NA,"FALSE","5{?}[⋅10]",NA,"5⋅10′′{?}","RE-GLOSSED","5[⋅10]","5⋅10","abs(5*10)",1,50,TRUE,"5⋅10"
"42759",35,"numerals-inor1238-1-sixty-1","numerals-inor1238-1","Chan2019","sixty",60,"sɨdsa","sidsa",NA,"FALSE","6{?}[⋅10]",NA,"6⋅10′′{?}","RE-GLOSSED","6[⋅10]","6⋅10","abs(6*10)",1,60,TRUE,"6⋅10"
"42760",36,"numerals-inor1238-1-seventy-1","numerals-inor1238-1","Chan2019","seventy",70,"sɨβʔa","siba",NA,"FALSE","7{?}[⋅10]",NA,"7⋅10′′{?}","RE-GLOSSED","7[⋅10]","7⋅10","abs(7*10)",1,70,TRUE,"7⋅10"
"42761",37,"numerals-inor1238-1-eighty-1","numerals-inor1238-1","Chan2019","eighty",80,"sumwuːnt","sumwunt",NA,"FALSE","8{?}[⋅10]",NA,"8⋅10′′{?}","RE-GLOSSED","8[⋅10]","8⋅10","abs(8*10)",1,80,TRUE,"8⋅10"
"42762",38,"numerals-inor1238-1-ninety-1","numerals-inor1238-1","Chan2019","ninety",90,"ʒə̃ʔə̃ra","zaara",NA,"FALSE","9{?}[⋅10]",NA,"9⋅10′′{?}","RE-GLOSSED","9[⋅10]","9⋅10","abs(9*10)",1,90,TRUE,"9⋅10"
"42763",39,"numerals-inor1238-1-hundred-1","numerals-inor1238-1","Chan2019","hundred",100,"bəʔər","baar",NA,"FALSE","100",NA,NA,"RE-GLOSSED","100","100","100",1,100,TRUE,"100"
"42764",40,"numerals-inor1238-1-twohundred-1","numerals-inor1238-1","Chan2019","twohundred",200,"wəʔət bəʔər","waatbaar",NA,"FALSE","2[⋅]100",NA,NA,"RE-GLOSSED","2[⋅]100","2⋅100","abs(2*100)",1,200,TRUE,"2⋅100"
"42765",41,"numerals-inor1238-1-thousand-1","numerals-inor1238-1","Chan2019","thousand",1000,"xũ","xu",NA,"FALSE","1000",NA,NA,"RE-GLOSSED","1000","1000","1000",1,1000,TRUE,"1000"
"42766",42,"numerals-inor1238-1-twothousand-1","numerals-inor1238-1","Chan2019","twothousand",2000,"wəʔət xũ","waatxu",NA,"FALSE","2[⋅]1000",NA,NA,"RE-GLOSSED","2[⋅]1000","2⋅1000","abs(2*1000)",1,2000,TRUE,"2⋅1000"
"42767",1,"numerals-mehr1241-1-one-1","numerals-mehr1241-1","Chan2019","one",1,"tʼɑ:d","tad","(masculine)","FALSE","1{M}",NA,NA,"RE-GLOSSED","1","1","1",1,1,TRUE,"1"
"42768",2,"numerals-mehr1241-1-one-2","numerals-mehr1241-1","Chan2019","one",1,"tʼɑjd","tajd","( feminine)","FALSE","1{F}",NA,NA,"RE-GLOSSED","1","1","1",1,1,TRUE,"1"
"42769",3,"numerals-mehr1241-1-two-1","numerals-mehr1241-1","Chan2019","two",2,"θroh","throh","(masc.)","FALSE","2{M}",NA,NA,"RE-GLOSSED","2","2","2",1,2,TRUE,"2"
"42770",4,"numerals-mehr1241-1-two-2","numerals-mehr1241-1","Chan2019","two",2,"θrɑjt","thrajt","(fem.)","FALSE","2{F}",NA,NA,"RE-GLOSSED","2","2","2",1,2,TRUE,"2"
"42771",5,"numerals-mehr1241-1-three-1","numerals-mehr1241-1","Chan2019","three",3,"ɬɑːθɑjt","lathajt","(masc.)","FALSE","3{M}",NA,NA,"RE-GLOSSED","3","3","3",1,3,TRUE,"3"
"42772",6,"numerals-mehr1241-1-three-2","numerals-mehr1241-1","Chan2019","three",3,"ɬɑhliːθ","lahlith","(fem.)","FALSE","3{F}",NA,NA,"RE-GLOSSED","3","3","3",1,3,TRUE,"3"
"42773",7,"numerals-mehr1241-1-four-1","numerals-mehr1241-1","Chan2019","four",4,"ʔarbu:t","arbut","(masc.)","FALSE","4{M}",NA,NA,"RE-GLOSSED","4","4","4",1,4,TRUE,"4"
"42774",8,"numerals-mehr1241-1-four-2","numerals-mehr1241-1","Chan2019","four",4,"ʔarbaː","arba","(fem.)","FALSE","4{F}",NA,NA,"RE-GLOSSED","4","4","4",1,4,TRUE,"4"
"42775",9,"numerals-mehr1241-1-five-1","numerals-mehr1241-1","Chan2019","five",5,"xammoh","xammoh","","FALSE","5{M}",NA,NA,"RE-GLOSSED","5","5","5",1,5,TRUE,"5"
"42776",10,"numerals-mehr1241-1-five-2","numerals-mehr1241-1","Chan2019","five",5,"xmoːh","xmoh","(m.)","FALSE","5{M}",NA,NA,"RE-GLOSSED","5","5","5",1,5,TRUE,"5"
"42777",11,"numerals-mehr1241-1-five-3","numerals-mehr1241-1","Chan2019","five",5,"xɑjmɑh","xajmah","(f.)","FALSE","5{F}",NA,NA,"RE-GLOSSED","5","5","5",1,5,TRUE,"5"
"42778",12,"numerals-mehr1241-1-six-1","numerals-mehr1241-1","Chan2019","six",6,"ʔitiːt","itit","(masc.)","FALSE","6{M}",NA,NA,"RE-GLOSSED","6","6","6",1,6,TRUE,"6"
"42779",13,"numerals-mehr1241-1-six-2","numerals-mehr1241-1","Chan2019","six",6,"hitː","hit","(fem.)","FALSE","6{F}",NA,NA,"RE-GLOSSED","6","6","6",1,6,TRUE,"6"
"42780",14,"numerals-mehr1241-1-seven-1","numerals-mehr1241-1","Chan2019","seven",7,"ʔiːbɑjt","ibajt","(masc.)","FALSE","7{M}",NA,NA,"RE-GLOSSED","7","7","7",1,7,TRUE,"7"
"42781",15,"numerals-mehr1241-1-seven-2","numerals-mehr1241-1","Chan2019","seven",7,"hoːba","hoba","(fem.)","FALSE","7{F}",NA,NA,"RE-GLOSSED","7","7","7",1,7,TRUE,"7"
"42782",16,"numerals-mehr1241-1-eight-1","numerals-mehr1241-1","Chan2019","eight",8,"θɑmɑniːt","thamanit","(masc.)","FALSE","8{M}",NA,NA,"RE-GLOSSED","8","8","8",1,8,TRUE,"8"
"42783",17,"numerals-mehr1241-1-eight-2","numerals-mehr1241-1","Chan2019","eight",8,"θmoːniː","thmoni","(fem.)","FALSE","8{F}",NA,NA,"RE-GLOSSED","8","8","8",1,8,TRUE,"8"
"42784",18,"numerals-mehr1241-1-nine-1","numerals-mehr1241-1","Chan2019","nine",9,"sʕɑjt","sajt","(masc.)","FALSE","9{M}",NA,NA,"RE-GLOSSED","9","9","9",1,9,TRUE,"9"
"42785",19,"numerals-mehr1241-1-nine-2","numerals-mehr1241-1","Chan2019","nine",9,"sɛː","se","(fem.)","FALSE","9{F}",NA,NA,"RE-GLOSSED","9","9","9",1,9,TRUE,"9"
"42786",20,"numerals-mehr1241-1-ten-1","numerals-mehr1241-1","Chan2019","ten",10,"ʔɑɬɑriːt","alarit","(masc.)","FALSE","10{M}",NA,NA,"RE-GLOSSED","10","10","10",1,10,TRUE,"10"
"42787",21,"numerals-mehr1241-1-ten-2","numerals-mehr1241-1","Chan2019","ten",10,"ʔoːɬɑr","olar","(fem.)","FALSE","10{F}",NA,NA,"RE-GLOSSED","10","10","10",1,10,TRUE,"10"
"42788",22,"numerals-mehr1241-1-eleven-1","numerals-mehr1241-1","Chan2019","eleven",11,"ʔɑɬɑriːt wa-tʼɑ:d","alaritwatad","","FALSE","10{M}+{and}1{M}",NA,NA,"RE-GLOSSED","10+1","10+1","10+1",1,11,TRUE,"10+1"
"42789",23,"numerals-mehr1241-1-eleven-2","numerals-mehr1241-1","Chan2019","eleven",11,"ʔɑɬɑriːt wa-tʼɑjd","alaritwatajd","","FALSE","10{M}+{and}1{F}",NA,NA,"RE-GLOSSED","10+1","10+1","10+1",1,11,TRUE,"10+1"
"42790",24,"numerals-mehr1241-1-twelve-1","numerals-mehr1241-1","Chan2019","twelve",12,"ʔɑɬɑriːt wa-θroh","alaritwathroh","","FALSE","10{M}+{and}2{M}",NA,NA,"RE-GLOSSED","10+2","10+2","10+2",1,12,TRUE,"10+2"
"42791",25,"numerals-mehr1241-1-twelve-2","numerals-mehr1241-1","Chan2019","twelve",12,"ʔɑɬɑriːt wa-θrɑjt","alaritwathrajt","","FALSE","10{M}+{and}2{F}",NA,NA,"RE-GLOSSED","10+2","10+2","10+2",1,12,TRUE,"10+2"
"42792",26,"numerals-mehr1241-1-thirteen-1","numerals-mehr1241-1","Chan2019","thirteen",13,"ʔɑɬɑriːt wa-ɬɑːθɑjt","alaritwalathajt","","FALSE","10{M}+{and}3{M}",NA,NA,"RE-GLOSSED","10+3","10+3","10+3",1,13,TRUE,"10+3"
"42793",27,"numerals-mehr1241-1-thirteen-2","numerals-mehr1241-1","Chan2019","thirteen",13,"ʔɑɬɑriːt wa-ɬɑhliːθ","alaritwalahlith","","FALSE","10{M}+{and}3{F}",NA,NA,"RE-GLOSSED","10+3","10+3","10+3",1,13,TRUE,"10+3"
"42794",28,"numerals-mehr1241-1-fourteen-1","numerals-mehr1241-1","Chan2019","fourteen",14,"ʔɑɬɑriːt wa-ʔarbu:t","alaritwaarbut","","FALSE","10{M}+{and}4{M}",NA,NA,"RE-GLOSSED","10+4","10+4","10+4",1,14,TRUE,"10+4"
